Title,Description,Category,Collection,Tags,Vendor,Product type ,Price,weight,skunumber
Versace Man Eau Fraiche Eau de Toilette Spray 30ml,"Versace Man Eau Fraiche is an Aromatic/Tonic/Woody fragrance designed for the strong and self-confident man who is fond of luxury. Decidedly more composed and introspective than Versace Man, it is an elegant understatement with an alluring charm; no longer an 'in-your-face' sensuality but rather a willingly contained one. It contains the most classic ingredients of men's scents which are refreshed with some unusual notes to give life to a surprisingly fresh fragrance.

Top notes of white lemon, rosewood and carambola give way to a heart of tarragon, clary sage and cedar leaves. The base notes of sycamore wood, amber and musk complete the fragrance by offering mysterious and skin-deep sensations.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Versace,72.25,30ml,2164
Shay & Blue Atropa Belladonna Eau de Parfum Spray 100ml,Heady and mesmerising this trippy fragrance is not just for Hippies. Cassis berries and jasmine dance with layers of depth from patchouli and vanilla. Undeniably seductive.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Shay & Blue,110.5,100ml,2165
Calvin Klein CK Be Eau de Toilette 200ml,"CK Be Eau de Toilette was distinctly designed to make a statement: Be yourself. Be bold.

Clean and sensual, a unisex fragrance that draws you in. True to the core of CK fragrances, this fragrance includes an inviting aromatic musk completed with a simple blend of herbs, citruses, and florals.

The scent opens with fresh bergamot, juniper berry, and warm lavender. Layered with white spices and magnolia, it dries with warming notes of sandalwood and tonka bean. This uplifting fragrance is designed to be worn across genders, both inspiring and inviting throughout its fresh signature.

Top notes: Bergamot, Juniper Berry, Lavender
Heart notes: White Spices, Magnolia, White Peach
Base notes: Sandalwood, Tonka Bean, Opoponax

Please note: We are unable to ship fragrances over 150ml outside of the UK.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Calvin Klein,91.8,200ml,2166
Lacoste Red Eau de Toilette Spray 75ml,"Lacoste Red, a scent full of energy and tenacity. Feel the freshness of the green apple and pine tree, contrasting with the comfort of the patchouli notes, composing a dynamic fougere fruity fragrance for men. Perfumer: Annick Menardo",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Lacoste,56.95,75ml,2167
Shay & Blue Atropa Belladonna Eau de Parfum Spray 100ml,Heady and mesmerising this trippy fragrance is not just for Hippies. Cassis berries and jasmine dance with layers of depth from patchouli and vanilla. Undeniably seductive.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Shay & Blue,110.5,100ml,2168
Shay & Blue Atropa Belladonna Eau de Parfum Spray 10ml,Heady and mesmerising this trippy fragrance is not just for Hippies. Cassis berries and jasmine dance with layers of depth from patchouli and vanilla. Undeniably seductive.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Shay & Blue,38.25,10ml,2169
Shay & Blue Salt Caramel Eau de Parfum Spray 100ml,Spoon drippingly glossy caramel. Caribbean Tonka bean and soft sandalwood meld into deliciously frothy sea salt. A deeply comforting fragrance. So addictive it should be illegal.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Shay & Blue,110.5,100ml,2170
Armaf Shades Blue Eau de Toilette Spray 100ml,"A passionate aromatic scent with top notes of Bergamot, Grapefruit, Lemon and Cardamom with a touch of Violet leaves interlaced with a spicy-scented heart of Rosemary, Sage, Nutmeg and Ginger. The Woody base composes of Cedar, Sandalwood, Patchouli and Vetiver.

Top notes: Bergamot, Cardamom, Lemon, Grapefruit
Middle notes: Ginger, Mint, Nutmeg, Sage, Rosemary
Base notes: Cedar, Patchouli, Vetiver, Sandalwood",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Armaf,36.72,100ml,2171
Versace Dylan Blue Eau de Toilette Spray 200ml,"Dylan Blue is the essence of the Versace man today. It's a fragrance full of character and individuality, an expression of a man's strength and also his charisma.

Highly distinctive with a fragrant woody aroma based on the unique olfactory properties of precious natural ingredients and the latest generation of molecules.
New and exquisite qualities of natural citrus, bergamot and grapefruit combine with modern hints of fig leaf to give an incisive, Mediterranean freshness.

Please note: We are unable to ship fragrances over 150ml outside of the UK.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Versace,169.065,200ml,2172
Lacoste L.12.12 Blanc Eau de Toilette Spray 50ml,"L.12.12 Blanc Eau de Toilette, inspired by the iconic Lacoste polo shirt, reveals a confident and agile masculinity. Reinvent the rules of the game thanks to the freshness of this crisp scent. Juicy grapefruit and spicy cardamom mix with vetiver and soft suede, culminating in a sense of cool elegance and comfort. Perfumer: Olivier Pescheux",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Lacoste,54.4,50ml,2173
GIVENCHY Insense Ultramarine Eau de Toilette Spray 100ml,"Insense Ultramarine by Givenchy provides a refreshing trail of cool fruits and aromatic chords. A succulent watermelon note combines with black currant, galbanum and bergamot for a delicious fruity opening. The heart of the fragrance features an accord of iris, magnolia, mint, rosemary and cardamom creating a more savoury accord. Finally, a rich base of tobacco, vetiver and cedar provides a strong and woody base.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,GIVENCHY,130.135,100ml,2174
Shay & Blue Blackberry Woods Eau de Parfum Spray 100ml,Dark and sensual like a walk in dew-soaked woods. Glossy berry juice with punk-sharp citrus. A rebel fragrance with heart and mind. The essence of enchantment.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Shay & Blue,88.4,100ml,2175
Guess Seductive Homme Blue Eau de Toilette Spray 100ml,"A man for whom Guess Seductive Homme Blue is intended for is described with the following attributes: legendary, irresistible, bold and sexy. The fragrance draws inspiration from the depths of the sea, enriched with spices and woody tones.

The top notes are citrus caviar, cardamom and black pepper. The heart includes Blue Coral AquaSpace accord and geranium, followed by the base of cashmere wood, moss and Rippled Sand accord.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Guess,49.3,100ml,2176
Kenzo Homme Intense Eau de Toilette 60ml,"Kenzo Homme Eau de Toilette Intense, an Eau de Toilette inspired by the intensity of bamboo and serenity of a sea breeze. The freshness of pink peppercorn coupled with a sea breeze contrasts with the warmth of a fig wood and sandalwood accord, like salty skin warmed by the sun.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Kenzo,89.25,60ml,2177
Jaguar Red Men Eau de Toilette Spray 100ml,"Jaguar Classic Red Cologne by Jaguar, Jaguar classic red cologne is the perfect fragrance for modern men who love living life to the fullest . Introduced by jaguar in 2013, this invigorating cologne harmoniously blends creamy, spicy, fruity, and floral tones and is sure to draw attention. Its top notes include blueberry and raspberry, which give it a natural sweetness that's not too overbearing. The middle and bottom notes include tonka, pepper, and cedar, creating an overall fragrance that's masculine, sensual, and designed to make any man feel more confident.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Jaguar,25.415,100ml,2178
Armaf Eternia Imperiale Eau de Parfum Spray 80ml,Product Description is coming soon,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Armaf,50.915,80ml,2179
Armaf Venetian Girl Eau de Parfum Spray 100ml,Product Description is coming soon,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Armaf,42.415,100ml,2180
Armaf Black Saffron Eau de Parfum Spray 100ml,Product Description is coming soon,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Armaf,57.12,100ml,2181
Armaf Club De Nuit Man Eau de Parfum Spray 30ml,"A sophisticated woody-spicy masculine fragrance with touches of fruity accords of Grapefruit and Mandarin unified with Mint, laced on Peppery heart notes of Clove, Cinnamon, Pepper and Ginger. The base consists of the prehistoric scent of Leather, Amber and Woody notes.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Armaf,32.215,30ml,2182
Armaf Space Age Eau de Parfum Spray 100ml,Product Description is coming soon,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Armaf,47.515,100ml,2183
Armaf Fraiche Intense Eau de Parfum Spray 100ml,Description coming soon.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Armaf,47.515,100ml,2184
Shay & Blue Watermelons Eau de Parfum Spray 100ml,Body-drenching watermelon freshness with a hose-full of green mandarin and cut grass. Summer loving had me a blast. Summer loving happened so fast. I met a fragrance crazy for me.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Shay & Blue,110.5,100ml,2185
Shay & Blue Clementine Eau de Parfum Spray 100ml,Don't tease me honey! Playful bursts of clementine freshness flirt with the uplifting bitterness of petitgrain. A fascinating citrus floral keeps you wanting more.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Shay & Blue,110.5,100ml,2186
Shay & Blue Framboise Noire Eau de Parfum Spray 10ml,Punch-drunk black raspberry and forest berries deepen with the heart of black wood. This wine-like fragrance is smooth and elegant like textures of velvet and cashmere.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Shay & Blue,38.25,10ml,2187
Shay & Blue Tallulah's Camellia Eau de Parfum Spray 10ml,A rebellious and spirited floral is guaranteed to stand out. Elegant bluebells set the scene as the soft whisper of white flowers dance on the breeze. Blond woods embrace you as you succumb to temptation.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Shay & Blue,38.25,10ml,2188
Shay & Blue Melrose Apple Blossom Eau de Parfum Spray 10ml,"A 'F' It Lets go' fragrance designed for life. Dancing blossoms spiked with moreish salted toffee apple, sharp lemon bamboo and cool chilled amber. A fun and frivolous fragrance that's all apples and no apps!",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Shay & Blue,38.25,10ml,2189
Shay & Blue Blackberry Woods Eau de Parfum Spray 10ml,Dark and sensual like a walk in dew-soaked woods. Glossy berry juice with punk-sharp citrus. A rebel fragrance with heart and mind. The essence of enchantment.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Shay & Blue,38.25,10ml,2190
Colour Me Homme White Eau de Parfum Spray 100ml,"Invigorating, warm and masculine. Colour me white is a fresh, modern and invigorating men's fragrance. This luxury perfume for men entwines pineapple and orange with leather, cedar and vanilla for a tenacious, long-lasting fragrance.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Colour Me,22.015,100ml,2191
Abercrombie & Fitch Authentic Moment Man Eau de Toilette 100ml,"Authentic Moment Man captures playful times, when attraction takes you by surprise-unchartered, intense, simple. In this fragrance by Abercrombie & Fitch, uplifting bergamot, vibrant neroli and seductive vanilla bean trigger an intense rush of adrenaline. Confidence and anticipation soar. New possibilities unfold-at once familiar and exciting. And who cares if it is only a moment, as long as it is all yours.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Abercrombie & Fitch,56.355,100ml,2192
Shay & Blue Sicilian Limes Eau de Parfum Spray 10ml,"Bold and mouth-droolingly tangy, with a happy-hour hit of a salty margarita, rosemary and moss. A robust unisex fragrance. Not just for girls. Not just for nights out.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Shay & Blue,38.25,10ml,2193
Lanvin Lanvin L'Homme Eau de Toilette Spray 100ml,"Lanvin L`Homme is a floral woody musk fragrance for men. Lanvin L`Homme was launched in 1997.Top notes are pomegranate blossom, lavender, mandarin orange, neroli and bergamot; middle notes are pepper, mint, sage and cardamom; base notes are sandalwood, amber, musk and vanilla.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Lanvin,80.75,100ml,2194
Montblanc Presence Eau de Toilette 50ml,"Montblanc is one of the worlds most renowned luxury brands. This hundred-year-old brand has built its reputation as a symbol of tradition, status and of exclusivity. Montblanc fragrances are no exception, each fragrance is created with the same core values of elegance, precision and detail.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Montblanc,40.8,50ml,2195
Shay & Blue Framboise Noire Eau de Parfum Spray 100ml,Punch-drunk black raspberry and forest berries deepen with the heart of black wood. This wine-like fragrance is smooth and elegant like textures of velvet and cashmere.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Shay & Blue,110.5,100ml,2196
Montblanc Legend Red Eau de Parfum 100ml,"Montblanc Legend Red Eau de Parfum, bolder and more determined than ever to make you feel confident, strong and powerful.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Montblanc,111.265,100ml,2197
Versace Dylan Blue Eau de Toilette Spray 30ml,"Dylan Blue is the essence of the Versace man today. It's a fragrance full of character and individuality, an expression of a man's strength and also his charisma.

Highly distinctive with a fragrant woody aroma based on the unique olfactory properties of precious natural ingredients and the latest generation of molecules.
New and exquisite qualities of natural citrus, bergamot and grapefruit combine with modern hints of fig leaf to give an incisive, Mediterranean freshness.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Versace,75.14,30ml,2198
Laurelle The British Racing Club Blue Eau de Parfum Spray 100ml,Description coming soon.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Laurelle,22.083,100ml,2199
Guess Seductive Red Homme Eau de Toilette Spray 100ml,Description coming soon.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Guess,49.3,100ml,2200
Armaf Derby Club House Eau de Toilette Spray 100ml,"This fragrance opens with natural notes of Lavender and Bergamot with a mysterious heart of Patchouli, Blackwoods. The warmth of Tonka beans and the White Amber closes the composition with a sweet touch of Vanilla.

Top notes: Lavender bergamot
Middle notes: Blackwood, Cedarwood
Base notes: Ambery, Vanilla",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Armaf,40.715,100ml,2201
Armaf Shades Wood Eau de Parfum Spray 100ml,"Unleash the powerful personality of the man who takes pride in his success. This amber fragrance opens with rich notes of Rose and Geranium, unified with spicy heart notes of Pepper, Clove and Cumin. The dry down fusions Sandalwood, Cedarwood and Oud.

Top notes: Citrus, Rose. Geranium
Middle notes: Clove, Cumin, Pepper
Base notes: Cedarwood, Oud, Sandalwood",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Armaf,42.075,100ml,2202
Armaf Craze Noir For Men Eau de Parfum Spray 100ml,"Craze Noir appeals to an indulgent and masculine power with a warm and indulgent amber power. Top notes of cumin, bergamot and heliotrope welcome the fragrance before heart notes of almond, sweet jasmine, sage and lavender. The base mixes amber, vanilla and sandalwood.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Armaf,40.715,100ml,2203
Versace Pour Homme Oud Noir Eau de Parfum Spray 100ml,"One of the finest ingredients of perfumery craftsmanship gives life to Versace Pour Homme Noir Oud, the fragrance for men by Versace designed for lovers of amber fragrances, for a man with a strong personality.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Versace,200.6,100ml,2204
Shay & Blue Blueberry Musk Eau de Parfum Spray 100ml,The Boo-berry. Soft blueberry & orange blossom fused with magnolia and silky cashmere. A sensual fragrance to enchant and entice any boo.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Shay & Blue,110.5,100ml,2205
Yves Saint Laurent Y L'Elixir 60ml,Description coming soon,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Yves Saint Laurent,219.3,60ml,2206
Scottish Fine Soaps Men's Grooming Vetiver and Sandalwood Eau de Toilette Spray 100ml,"A fine fragrance is the mark of a modern gentleman. This charismatic and contemporary masculine scent blends the rich, earthy tones of vetiver and sandalwood with vibrant citrus top notes.

This product is suitable for vegans.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Scottish Fine Soaps,40.732,100ml,2207
Versace Pour Homme Eau de Toilette Spray 100ml,"Versace Pour Homme eau de toilette spray for men is described as a floral and citrus perfume, opening with top notes of lemon, neroli, bergamot and rose, fusing with a heart of hyacinth, clary sage, cedar and geranium, all of which sits on top of a smooth base of Tonka bean, musks and amber.

Here at Fragrance Direct we have a whole host of Versace perfumes and toiletries in stock, and our customers are sure to love this Versace Pour Homme eau de toilette spray for men for its refreshing yet masculine aroma.

Versace was founded in 1978 by the late Gianni Versace, and has become one of the best known fashion houses in the world. Famous for his celebrity clientele such as Elton John, Jennifer Lopez and Liz Hurley, the Versace designs are known to be risqu√© whilst still remaining chic. Many Versace perfumes have been launched over the years, and are instantly recognisable by the Medusa Head logo that adorns all of the Versace creations.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Versace,123.25,100ml,2208
dunhill London ICON Racing Blue Eau de Parfum Spray 100ml,"Icon Racing Blue takes the thrill of a citrus and woody fragrance, combining it with a cusp of coastal scents. Crowning lime, bergamot, and ambroxan give the scent an inviting opening. Sea salt accord with cardamom, coriander, and neroli allow a spicy twist in the heart. The base features driftwood, sandalwood, ambergris, and patchouli for a rustic finish.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,dunhill London,118.915,100ml,2209
dunhill London ICON Racing Red Eau de Parfum Spray 100ml,"Offering a go-faster take on the modern-classic ICON fragrance collection, ICON Racing fragrances are inspired by dunhill's motoring heritage and infused with the spirit of the open road.

Icon Racing Red Edition was created for the driver who craves high speed and adrenaline, and who is unruffled by risk. Opening with a soaring solar accord accelerated further by black pepper and bright citrus notes, this scent deepens to a vibrant heart of geranium, cypress and pepper fusion over a base of cedar fusion, musks, moss and vetiver.

Presented in a red cylindrical ICON bottle with added racing stripe and textural Engine Turn detailing.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,dunhill London,118.915,100ml,2210
Hacket Essential Eau de Parfum Spray 100ml,"An elegant balance between heritage and modernity, Essential eau de parfum is a polished and timeless men's scent infused with a British twist. The bottle, in an ink blue tone, is inspired by the art of tailoring and its cap evokes a traditional antique bobbin spool. Created by perfumer Christian Provenzano, the vegan-friendly fragrance opens with bright top notes of pink pepper and bergamot alongside coriander seed and cypress. An aromatic heart of English lavender, geranium, nutmeg and pineapple gives way to a dry-down of patchouli, oak moss, amber, tonka bean and leather that rounds out this essential Foug√®re-Woody-Aromatic fragrance.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Hackett London,88.4,100ml,2211
Hacket Essential Eau de Parfum Spray 50ml,"An elegant balance between heritage and modernity, Essential eau de parfum is a polished and timeless men's scent infused with a British twist. The bottle, in an ink blue tone, is inspired by the art of tailoring and its cap evokes a traditional antique bobbin spool. Created by perfumer Christian Provenzano, the vegan-friendly fragrance opens with bright top notes of pink pepper and bergamot alongside coriander seed and cypress. An aromatic heart of English lavender, geranium, nutmeg and pineapple gives way to a dry-down of patchouli, oak moss, amber, tonka bean and leather that rounds out this essential Foug√®re-Woody-Aromatic fragrance.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Hackett London,65.28,50ml,2212
Hacket Absolute Eau de Parfum Spray 50ml,"Inspired by the vibrant atmosphere of the British capital, Hackett London delivers a distinguished fragrance line that pays tribute with its unique take on a British Twist. Enigmatic and enticing, Hackett Absolute is the essence of a cosmopolitan man, an alluring vegan-friendly fragrance that merges warm and aromatic spices with the intensity of amber and the floral notes of iris and its woody accents. Created by perfumers Marion Costero and Jordi Fernandez, Absolute starts out with top notes of Lemon, Lavender, Pink Pepper and Apple which then give way to heart of Violet Leaves, Iris, Geranium and Cardamom. In the dry-down, a Royal Oak Accord leads the way to an exuberant trail of enchanting Cedarwood, Dry Amber and Vanilla, rounding out this unforgettable Amber-Fruity-Aromatic Fragrance.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Hackett London,65.28,50ml,2213
Hacket Absolute Eau de Parfum Spray 100ml,"Inspired by the vibrant atmosphere of the British capital, Hackett London delivers a distinguished fragrance line that pays tribute with its unique take on a British Twist. Enigmatic and enticing, Hackett Absolute is the essence of a cosmopolitan man, an alluring vegan-friendly fragrance that merges warm and aromatic spices with the intensity of amber and the floral notes of iris and its woody accents. Created by perfumers Marion Costero and Jordi Fernandez, Absolute starts out with top notes of Lemon, Lavender, Pink Pepper and Apple which then give way to heart of Violet Leaves, Iris, Geranium and Cardamom. In the dry-down, a Royal Oak Accord leads the way to an exuberant trail of enchanting Cedarwood, Dry Amber and Vanilla, rounding out this unforgettable Amber-Fruity-Aromatic Fragrance.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Hackett London,88.4,100ml,2214
Hacket Bespoke Eau de Parfum Spray 50ml,"Bespoke eau de parfum encapsulates modern masculinity in a game of extremes that exudes confidence and prowess. It is truly a scent of extremes, exciting yet defiant, a made-to-measure vegan-friendly fragrance for the modern man with a British twist. The bottle, in a deep black tone, is inspired by the art of tailoring and its cap evokes a traditional antique bobbin spool. Created by perfumer Tim Cage, Bespoke opens up with a bold accord of Oak-aged Rum alongside Juniper, Cordiander seed and Cypress. A heart of Pimento Leaf, Atlas Cedarwood, Olibanum and Oak Fusion gives way to a powerful dry-down of Amber, Leather, Tobacco and Vetiver that comes to life on the skin and rounds out this addictive Woody-Amber fragrance.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Hackett London,65.28,50ml,2215
Lacoste L.12.12 Blanc Eau Intense Eau de Toilette Spray 100ml,Feel the addictive freshness of L.12.12 Blanc Eau Intense. This intensely fresh fragrance for men encapsulates the brightness of a juicy mandarin and lavender highlighted by a warm accord composed of white leather and vetiver. This contrasted encounter between warm and cold brings uniqueness to this elegant fougere leathery masculine scent. Perfumers: Delphine Lebeau & Jean-Christophe H√©rault.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Lacoste,76.16,100ml,2216
Lacoste L.12.12 Noir Eau de Toilette Spray 100ml,"L.12.12 Noir Eau de Toilette evokes memories of warm summer nights. Capturing the spirit of Lacoste, this contemporary fougere fragrance features refreshing notes of cool watermelon, basil, lavender and verbena, finished with sensual dark chocolate, cashmeran and patchouli. Perfumer: Pierre Wargnye",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Lacoste,76.16,100ml,2217
Versace Pour Homme Eau de Toilette Spray 30ml,"New for 2008, Versace launches Versace Pour Homme at Fragrance Direct. Versace pour Homme is a refreshing and vibrant scent, perfect for a sophisticated and stylish Versace man. The fragrance opens with a unique blend of top notes that include rose, bergamot, neroli and lemon. The vibrant start of Versace is then followed by heart notes of geranium, cedar, clary sage and hyacinth. The base notes of Versace pour Homme centre around amber, musk and tonka bean that create a warming finish to this fresh scent.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Versace,71.4,30ml,2218
ARMAF Le Parfait Pour Homme Eau de Toilette Spray 100ml,"Boost awake the macho feel ‚Äì a stylish aromatic, fresh and zesty scent is a blend of fruity spicy floral accords on a Musky Woody base. A timeless creation which adds the perfect final touch to any kind of man.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Armaf,33.915,100ml,2219
Hacket Bespoke Eau de Parfum Spray 100ml,"Bespoke eau de parfum encapsulates modern masculinity in a game of extremes that exudes confidence and prowess. It is truly a scent of extremes, exciting yet defiant, a made-to-measure vegan-friendly fragrance for the modern man with a British twist. The bottle, in a deep black tone, is inspired by the art of tailoring and its cap evokes a traditional antique bobbin spool. Created by perfumer Tim Cage, Bespoke opens up with a bold accord of Oak-aged Rum alongside Juniper, Cordiander seed and Cypress. A heart of Pimento Leaf, Atlas Cedarwood, Olibanum and Oak Fusion gives way to a powerful dry-down of Amber, Leather, Tobacco and Vetiver that comes to life on the skin and rounds out this addictive Woody-Amber fragrance.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Hackett London,88.4,100ml,2220
Tommy Hilfiger Impact Intense Eau de Parfum Spray 100ml,"Impact disrupted traditional packaging design with its striking Tommy Hilfiger ‚ÄúT‚Äù totem and hidden travel vial. The newest iteration features the same powerful aesthetics, intensified by a darker blue juice and gradient glass exterior. The arresting bottle showcases smooth, curved glass, transparent in its ambition. Iconic red, white and blue stripes pay homage to the brand. A strong anchoring cap cleverly conceals a secret 4ml travel spray for the man on the move.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Tommy Hilfiger,95.2,100ml,2221
Tommy Hilfiger Impact Intense Eau de Parfum Spray 50ml,"Revel in the thrill of achieving your dreams with Impact Intense Eau de Parfum, a more indulgent, richer follow-up to the original Impact Eau de Toilette.
At the start, a celebratory freshness is fueled by a bright citrus top with notes of Crisp Red Apple, energetic Elemi and heightened with the bright aromatic quality of Bergamot.
Galvanizing the inner dreamer with a sense of energy and strength, a captivating Ambery Chestnut Accord dominates the heart with leathery nuances of Labdanum and a spicy freshness of Cardamom.
A trio of grounding Cedarwood notes, Creamy Sandalwood and vibrant Akigalawood¬Æ come together in the finish, where rich Tonka Bean makes it clear the world is his for the taking.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Tommy Hilfiger,69.36,50ml,2222
Shay & Blue Tallulah's Camellia Eau de Parfum Spray 100ml,A rebellious and spirited floral is guaranteed to stand out. Elegant bluebells set the scene as the soft whisper of white flowers dance on the breeze. Blond woods embrace you as you succumb to temptation.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Shay & Blue,110.5,100ml,2223
Shay & Blue Watermelons Eau de Parfum Spray 10ml,Body-drenching watermelon freshness with a hose-full of green mandarin and cut grass. Summer loving had me a blast. Summer loving happened so fast. I met a fragrance crazy for me.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Shay & Blue,38.25,10ml,2224
Abercrombie & Fitch Away Tonight Man Eau de Toilette 100ml,AWAY TONIGHT is not about what we'll do; it's about doing it together. Abercrombie & Fitch's fragrance captures both the anticipation of the evening to come and the magnetic energy of being with friends.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Abercrombie & Fitch,50.15,100ml,2225
Colour Me Homme Green Eau de Parfum Spray 100ml,"Rich, woody and fresh. Add to your collection with Colour Me Green, a rich and woody men's fragrance. Feel fresh with citrus, rose and patchouli, while enjoying the longer-lasting scents of vanilla and amber.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Colour Me,22.015,100ml,2226
